ID,Smiles,Tg,Polymer type
P030103.mol,*C(C*)C(=O)c1cc(c(cc1)C)C,42.0,Polyvinyls
P030104.mol,*C(C*)C(=O)c1ccc(cc1)CCC,44.0,Polyvinyls
P030105.mol,*C(C*)C(=O)c1ccc(cc1)C,59.5,Polyvinyls
P030107.mol,*C(C*)OC(=O)c1c(cccc1)OC(=O)C,59.5,Polyvinyls
P030108.mol,*C(C*)OC(=O)c1ccc(cc1)OC(=O)C,76.0,Polyvinyls
P030109.mol,*C(C*)OC(=O)CCCC(=O)c1ccccc1,45.0,Polyvinyls
P030110.mol,*C(C*)OC(=O)c1cc(ccc1)Br,57.5,Polyvinyls
P030111.mol,*C(C*)OC(=O)c1ccc(cc1)Br,85.5,Polyvinyls
P030112.mol,*C(C*)OC(=O)c1ccc(cc1)OC(=O)CCC,61.0,Polyvinyls
P030113.mol,*C(C*)OC(=O)c1c(cccc1)Cl,55.75,Polyvinyls
P030114.mol,*C(C*)OC(=O)c1cc(ccc1)Cl,61.75,Polyvinyls
P030115.mol,*C(C*)OC(=O)c1ccc(cc1)Cl,70.25,Polyvinyls
P030116.mol,*C(C*)OC(=O)C1CCCCC1,58.88,Polyvinyls
P030117.mol,*C(C*)OC(=O)CC1CCCCC1,25.0,Polyvinyls
P030118.mol,*C(C*)OC(=O)CCCC1CCCCC1,-10.0,Polyvinyls
P030120.mol,*C(C*)OC(=O)c1ccc(cc1)OCC,70.0,Polyvinyls
P030121.mol,*C(C*)OC(=O)c1ccc(cc1)CC,54.72,Polyvinyls
P030122.mol,*C(C*)OC(=O)C(C(C)(C)C)(CC)C,115.0,Polyvinyls
P030123.mol,*C(C*)OC(=O)C(C(C(F)(F)F)(F)F)(F)F,27.0,Polyvinyls
P030124.mol,*C(C*)OC(=O)C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)F,54.0,Polyvinyls
P030125.mol,*C(C*)NC(=O)OC(C)(C)C,120.0,Polyvinyls
P030126.mol,*C(C*)OC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-19.0,Polyvinyls
P030127.mol,*C(C*)OC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.0,Polyvinyls
P030128.mol,*C(C*)OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-12.5,Polyvinyls
P030129.mol,*C(C*)OC(=O)C(C(F)(F)F)(F)F,42.0,Polyvinyls
P030130.mol,*C(C*)OC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,17.5,Polyvinyls
P030131.mol,*C(C*)OC(=O)c1ccncc1,98.5,Polyvinyls
P030132.mol,*C(C*)OC(=O)c1ccc(cc1)C(C)C,65.65,Polyvinyls
P030133.mol,*C(C*)OC(=O)C(C(C)C)(C(C)C)C,120.0,Polyvinyls
P030134.mol,*C(C*)OC(=O)c1c(cccc1)OC,65.0,Polyvinyls
P030135.mol,*C(C*)OC(=O)c1cc(ccc1)OC,44.0,Polyvinyls
P030136.mol,*C(C*)OC(=O)c1ccc(cc1)OC,73.83,Polyvinyls
P030137.mol,*C(C*)OC(=O)c1c(cccc1)C,42.5,Polyvinyls
P030138.mol,*C(C*)OC(=O)c1cc(ccc1)C,49.0,Polyvinyls
P030139.mol,*C(C*)OC(=O)c1ccc(cc1)C,66.75,Polyvinyls
P030140.mol,*C(C*)OC(=O)CC(c1ccccc1)(C)C,20.0,Polyvinyls
P030141.mol,*C(C*)OC(=O)c1cc(ccc1)[Si](C)(C)C,80.0,Polyvinyls
P030142.mol,*C(C*)OC(=O)c1ccc(cc1)[Si](C)(C)C,125.25,Polyvinyls
P030143.mol,*C(C*)OC(=O)C(CCC)(C)C,10.0,Polyvinyls
P030144.mol,*C(C*)OC(=O)C(C(CC)(C)C)(C)C,90.0,Polyvinyls
P030145.mol,*C(C*)OC(=O)C(C(C(C)C)C)(C)C,50.0,Polyvinyls
