PID,TdValue,Smiles
P373383,276,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(c(cc1)S(=O)(=O)O)C
P373384,251,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1ccc(cc1)S(=O)(=O)O
P373385,262,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1ccc(cc1)S(=O)(=O)O
P373397,250,*Oc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*
P373423,302,*C1COC2C1OCC2OC(=O)OCCCCOC(=O)O*
P373424,325.5,*C1COC2C1OCC2OC(=O)OCCCCCCCCOC(=O)O*
P373425,330,*C1COC2C1OCC2OC(=O)OCCCCCCCCCCOC(=O)O*
P373426,317,*C1COC2C1OCC2OC(=O)OCCOCCOC(=O)O*
P373427,318,*C1COC2C1OCC2OC(=O)OCCOCCOCCOC(=O)O*
P373428,308,*C1COC2C1OCC2OC(=O)OCCOCCOCCOCCOC(=O)O*
P373433,276,*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)N(CCOC(=O)Nc1c(ccc(c1)NC(=O)OCCN(c1sc(cc1)C=C*)C)C)C
P373434,309,*C1CCN(CC1)c1sc(cc1)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)N1CCC(CC1)OC(=O)Nc1c(ccc(c1)NC(=O)O*)C
P373435,301,*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1ccc(cc1)N=Nc1ccc(cc1)N(CCOC(=O)Nc1c(ccc(c1)NC(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)C=C*)C)C)C
P373490,293,*c1oc(nn1)c1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1)*
P373491,292,*c1oc(nn1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)*
P373492,299,*c1oc(nn1)c1ccc(cc1)Oc1cc(ccc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1cc(ccc1)Oc1ccc(cc1)*
P373580,570.1666667,*n1nc(c2c(c1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)*
P373585,528,*O[Si](Oc1c(cc(cc1)C1(c2ccccc2-c2ccccc12)c1cc(c(cc1)*)C)C)(c1ccccc1)c1ccccc1
P373586,544,*O[Si](Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)*)(c1ccccc1)c1ccccc1
P373587,443,*O[Si](OCCOc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)OCC*)(c1ccccc1)c1ccccc1
P373596,380,*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(c(c1CCCCCC)CCCCCC)c1cc2C(c3c(-c2cc1)ccc(c3)c1sc(c(c1CCCCCC)CCCCCC)C=C*)(CCCCCC)CCCCCC
P373597,384,*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(c(c1CCCCCC)CCCCCC)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(c(c1CCCCCC)CCCCCC)*)CCCCCC
P373598,296,*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(c(c1CCCCCC)CCCCCC)c1sc(cc1)c1sc(cc1)c1sc(c(c1CCCCCC)CCCCCC)C=C*
P373650,448,*c1ccc2n(c3c(c2c1)cc(cc3)Nc1ccc(cc1)Oc1ccc(cc1)N*)CC(CCCC)CC
P373651,402,*Oc1ccc(cc1)Nc1ccc(cc1)N=Nc1ccc(cc1)Nc1ccc(cc1)*
P373652,475,*Oc1ccc(cc1)Nc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)Nc1ccc(cc1)*
P373657,258,*n1cc(c2c1ccc(c2)c1ccc2n(c3c(c2c1)cccc3)CCCC)N=Nc1c(cc(cc1)[N+](=O)[O-])OCCOC(=O)Nc1c(ccc(c1)NC(=O)OCC*)C
P373658,258,*n1cc(c2c1ccc(c2)c1ccccc1)N=Nc1c(cc(cc1)[N+](=O)[O-])OCCOC(=O)Nc1c(ccc(c1)NC(=O)OCC*)C
P373659,261,*n1cc(c2c1cccc2)N=Nc1c(cc(cc1)[N+](=O)[O-])OCCOC(=O)Nc1c(ccc(c1)NC(=O)OCC*)C
P373663,370,*Oc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)OCCOCCOCCOCC*
P373665,435,*Oc1c(c(ccc1)Oc1ccc(cc1)C(=O)Nc1cc(ccc1)NC(=O)c1ccc(cc1)*)C#N
P373666,438,*Oc1c(c(ccc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)*)C#N
P373667,409,*Oc1c(c(ccc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1ccc(cc1)*)C#N
P373668,416,*Oc1c(c(ccc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)*)C#N
P373669,307,*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(c(c1CCCCCC)CCCCCC)c1sc(cc1)c1sc(c(c1CCCCCC)CCCCCC)C=C*
P373670,369,*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(c(c1CCCCCC)CCCCCC)c1sc(cc1)c1sc(cc1)c1sc(cc1)c1sc(c(c1CCCCCC)CCCCCC)C=C*
P373719,302,*Oc1ccc(cc1)c1ccc(cc1)OCCCCCCOC(=O)Nc1c(ccc(c1)NC(=O)OCCOC(=O)Nc1cc(c(cc1)C)NC(=O)OCCCCCC*)C
P373720,321,*Oc1ccc(cc1)c1ccc(cc1)OCCCCCCOC(=O)Nc1c(ccc(c1)NC(=O)OCCCCOC(=O)Nc1cc(c(cc1)C)NC(=O)OCCCCCC*)C
P373721,335,*Oc1ccc(cc1)c1ccc(cc1)OCCCCCCOC(=O)Nc1c(ccc(c1)NC(=O)OCCCCCCOC(=O)Nc1cc(c(cc1)C)NC(=O)OCCCCCC*)C
P373770,518.3333333,*O[Si](Oc1ccc(cc1)c1ccc(cc1)*)(c1ccccc1)c1ccccc1
P373777,300,*c1cc2n(c3c(c2cc1)ccc(c3)c1sc(c(c1CCCCCC)CCCCCC)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(c(c1CCCCCC)CCCCCC)*)CCCCCCCC
P373860,377,*N(c1ccc(cc1)C=C(c1ccc(cc1)c1sc(cc1)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)c1ccc(cc1)C(=Cc1ccc(cc1)*)C#N)C#N)c1ccc(cc1)C=C(c1ccc(cc1)c1sc(cc1)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)c1ccc(cc1)C(=Cc1ccc(cc1)*)C#N)C#N
P373861,338,*c1ccc2-c3c(C(c2c1)(CC)CC)cc(cc3C=C(c1ccc(cc1)c1sc(cc1)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)c1ccc(cc1)C(=C*)C#N)C#N)C=C(c1ccc(cc1)c1sc(cc1)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)c1ccc(cc1)C(=C*)C#N)C#N
P373862,343,*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)c1ccc(cc1)C(=Cc1ccc(cc1)N(c1ccc(cc1)C=C(c1ccc(cc1)c1sc(cc1)C=C*)C#N)c1ccccc1)C#N
P373863,341,*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)c1ccc(cc1)C(=Cc1cc2C(c3c(-c2cc1)ccc(c3)C=C(c1ccc(cc1)c1sc(cc1)C=C*)C#N)(CC)CC)C#N
P373880,398,*Oc1cc(ccc1)Oc1c(c(ccc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)*)C(=O)c1c(cccc1)S(=O)(=O)O[Na]
P373881,404,*Oc1ccc(cc1)Oc1c(c(ccc1)Oc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)*)C(=O)c1c(cccc1)S(=O)(=O)O[Na]
P373882,415,*Oc1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)Oc1c(cc(cc1)C(=O)c1cc(c(cc1)*)S(=O)(=O)O[Na])S(=O)(=O)O[Na]
P373883,424,*Oc1cc(ccc1)Oc1ccc(cc1)Oc1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)Oc1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)*)S(=O)(=O)O[Na])S(=O)(=O)O[Na]
P373884,442,*Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1c(cc(cc1)C(=O)c1cc(c(cc1)*)S(=O)(=O)O[Na])S(=O)(=O)O[Na]
P373886,292,*Oc1cc(ccc1)Oc1c(c(ccc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)*)C(=O)c1c(cccc1)S(=O)(=O)O
P373887,171,*Oc1ccc(cc1)Oc1c(c(ccc1)Oc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)*)C(=O)c1c(cccc1)S(=O)(=O)O
P373888,305,*Oc1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)Oc1c(cc(cc1)C(=O)c1cc(c(cc1)*)S(=O)(=O)O)S(=O)(=O)O
P373889,292,*Oc1cc(ccc1)Oc1ccc(cc1)Oc1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)Oc1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)*)S(=O)(=O)O)S(=O)(=O)O
P373890,296,*Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1c(cc(cc1)C(=O)c1cc(c(cc1)*)S(=O)(=O)O)S(=O)(=O)O
P373925,307,*OP(=O)(OCCOc1ccc(cc1)C=Cc1ccc(cc1)OCC*)Oc1ccccc1
P373926,285,*OP(=O)(OCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCC*)Oc1ccccc1
P373927,272,*OP(=O)(OCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCC*)Oc1ccccc1
P373928,267,*OP(=O)(OCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCCC*)Oc1ccccc1
P373929,253,*OP(=O)(OCCCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCCCCC*)Oc1ccccc1
P373930,321,*OP(=O)(OCCOc1ccc(cc1)C=Cc1ccc(cc1)OCC*)Oc1c2c(ccc1)cccc2
P373931,300,*OP(=O)(OCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCC*)Oc1c2c(ccc1)cccc2
P373932,284,*OP(=O)(OCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCC*)Oc1c2c(ccc1)cccc2
P373933,272,*OP(=O)(OCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCCC*)Oc1c2c(ccc1)cccc2
P373934,263,*OP(=O)(OCCCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCCCCC*)Oc1c2c(ccc1)cccc2
P373935,347,*OP(=O)(OCCOc1ccc(cc1)C=Cc1ccc(cc1)OCC*)Oc1ccc(cc1)c1ccccc1
P373936,330,*OP(=O)(OCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCC*)Oc1ccc(cc1)c1ccccc1
P373937,312,*OP(=O)(OCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCC*)Oc1ccc(cc1)c1ccccc1
P373938,292,*OP(=O)(OCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCCC*)Oc1ccc(cc1)c1ccccc1
P373939,271,*OP(=O)(OCCCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCCCCC*)Oc1ccc(cc1)c1ccccc1
P373971,281.5,*[NH+]1C(C=C(C=C1c1ccccc1)c1ccc(cc1)C1=CC([NH+](C(=C1)c1ccccc1)CCOCCOCC*)c1ccccc1)c1ccccc1
P373973,267,*[NH+]1C(C=C(C=C1c1ccccc1)c1ccc(cc1)C1=CC([NH+](C(=C1)c1ccccc1)CCCCOCCCCOCCCC*)c1ccccc1)c1ccccc1
P373976,375,*C1(COCC(C1)(C*)C(=O)OC12CC3CC(CC(C1)C3)C2)C(=O)OC12CC3CC(CC(C1)C3)C2
P373980,255,*c1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1nc(nc(n1)O*)O*
P373981,448,*c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)Oc1nc(nc(n1)O*)O*
P373982,387,*c1ccc(cc1)C(=O)c1ccc(cc1)Oc1nc(nc(n1)O*)O*
P373983,443,*c1ccc(cc1)C(c1ccc(cc1)Oc1nc(nc(n1)O*)O*)(C(F)(F)F)c1ccccc1
P373984,371,*c1ccc(cc1)P(=O)(c1ccc(cc1)Oc1nc(nc(n1)O*)O*)c1ccccc1
P373985,444,*c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)Oc1nc(nc(n1)O*)O*)c1ccccc1
P373986,425,*c1cc(ccc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1cc(ccc1)Oc1nc(nc(n1)O*)O*)c1ccccc1
P374034,242,*OCCOCCOCCOCCOCCCCCCC=CCCCCCC*
P374035,215,*OCCOCCOCCOCCOCCCCCCCCCC=CCCCCCCCCC*
P374039,245,*OC(C*)CN(N=Cc1c2c(cs1)OCCO2)c1ccccc1
P374048,369.8,*c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)c1c2c(c(s1)c1c3c(c(s1)c1sc(cc1CCCCCC)*)OCCO3)OCCO2
P374049,390.5,*c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)c1c2c(c(s1)c1sc(cc1CCCCCC)*)OCCO2
P374050,380.1,*c1c2c(nsn2)c(cc1)c1sc(cc1CCCCCC)c1c2c(c(s1)c1c3c(c(s1)c1sc(c(c1)CCCCCC)*)OCCO3)OCCO2
P374051,383.2,*c1c2c(nsn2)c(cc1)c1sc(cc1CCCCCC)c1c2c(c(s1)c1sc(c(c1)CCCCCC)*)OCCO2
P374080,575,*c1ccc(cc1)Oc1cc2c(nc(c(n2)c2ccc(cc2)O*)c2ccc(cc2)O*)cc1
P374081,517,*c1cc2c(nc(c(n2)c2ccc(cc2)O*)c2ccc(cc2)O*)cc1
P374085,525.5,*C(=O)c1cc2c(nc(c(n2)c2ccc(cc2)Oc2ccc(cc2)*)c2ccc(cc2)Oc2ccc(cc2)*)cc1
P374091,483,*C(=O)c1ccc(cc1C(=O)O)Oc1cc(c(cc1)C(=O)Nc1ccc(cc1)Oc1cc(cc(c1)Oc1ccc(cc1)N*)Oc1ccc(cc1)N*)C(=O)O
P374113,542,*n1c(nc2c1cccc2)c1ccc(cc1)Oc1ccc(cc1)c1nc2c(n1c1ccc(cc1)S(=O)(=O)c1ccc(cc1)*)cccc2
P374114,464,*n1c(nc2c1ccc(c2)C)c1ccc(cc1)Oc1ccc(cc1)c1nc2c(n1c1ccc(cc1)S(=O)(=O)c1ccc(cc1)*)ccc(c2)C
P374115,485,*n1c(nc2c1cccc2)c1ccc(cc1)Oc1ccc(cc1)c1nc2c(n1c1ccc(cc1)C(=O)c1ccc(cc1)*)cccc2
P374116,464,*n1c(nc2c1ccc(c2)C)c1ccc(cc1)Oc1ccc(cc1)c1nc2c(n1c1ccc(cc1)C(=O)c1ccc(cc1)*)ccc(c2)C
P374122,450,*Oc1ccc(cc1)Nc1ccc(cc1)C(=O)c1ccc(cc1)Nc1ccc(cc1)*
P374123,500,*Oc1ccc(cc1)Oc1ccc(cc1)Nc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)Nc1ccc(cc1)*
P374126,254,*Oc1c(cc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*)c1cc(ccc1)O
P380027,482,*c1sc(cc1)*
P380044,500,*c1sc2c(n1)ccc(c2)c1ccc2c(sc(n2)c2ccc(cc2)*)c1
P380045,460,*c1sc2c(n1)ccc(c2)c1ccc2c(sc(n2)c2c3cc4c(cc3ccc2)c(ccc4)*)c1
P380048,300,*C1SC(C=C1CCCCCC)*
P380066,433.6666667,*c1sc(cc1CCCCCC)*
P380113,221,*c1sc(cc1CCCCCC)C#C*
P380119,333,*c1sc2cc3c(cc2n1)sc(n3)c1c(cc(c(c1)OCCCC)*)OCCCC
P380120,322,*c1sc2cc3c(cc2n1)sc(n3)c1c(cc(c(c1)OCCCCCC)*)OCCCCCC
P380121,324,*c1sc2cc3c(cc2n1)sc(n3)c1c(cc(c(c1)OCCCCCCCC)*)OCCCCCCCC
P380122,318,*c1sc2cc3c(cc2n1)sc(n3)c1c(cc(c(c1)OCCCCCCCCCC)*)OCCCCCCCCCC
P380123,306,*c1sc2cc3c(cc2n1)sc(n3)c1c(cc(c(c1)OCCCCCCCCCCCC)*)OCCCCCCCCCCCC
P380124,320,*c1sc2cc3c(cc2n1)sc(n3)c1cc(cc(c1)OCCCCCCCCCCCC)*
P380125,323,*c1sc2cc3c(cc2n1)sc(n3)c1cc(cc(c1)OCCCCCCCCCC)*
P382123,471,*c1c2c(c(=O)n(n1)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)n1nc(c3c(c1=O)cccc3)c1ccc(cc1)Sc1ccc(cc1)*)cccc2
P382124,461,*n1nc(c2c(c1=O)cccc2)c1ccc(cc1)Sc1ccc(cc1)c1c2c(c(=O)n(n1)c1ccc(cc1)C(=O)c1ccc(cc1)*)cccc2
P382300,423,*c1c2sc(nc2c(c2sc(nc12)CCCCCC)c1sc(cc1)*)CCCCCC
P382318,347,*c1c2c(nsn2)c(cc1)/C=C/c1c(cc(c(c1)OCCCCCCCC)/C=C/*)OCCCCCCCC
P382319,411,*c1ncc(cc1)c1sc(cc1)c1cc2C(c3c(-c2cc1)ccc(c3)c1sc(cc1)*)(CCCCCCCC)CCCCCCCC
P382320,466,*c1sc(cc1)c1ccc(cc1)N(c1ccc(cc1)*)c1ccc(cc1)CCCC
P382353,330,*c1sc(cc1c1ccc(cc1)OC)*
P382354,315,*c1sc(cc1c1ccc(cc1)OCCCC)*
P382355,305,*c1sc(cc1c1ccc(cc1)OCCCCCC)*
P382356,300,*c1sc(cc1c1ccc(cc1)OCCCCCCCC)*
P382373,425,*c1sc(cc1CCCCCCCCCCCC)c1sc(c(c1)CCCCCCCCCCCC)c1cc2cc3c(cc2cc1)cc(cc3)*
P382384,190,*SSCc1c(cccc1)C*
P382385,140,*SSCCCC*
P382390,399,*c1n(c(cc1)c1sc(cc1)*)C#Cc1ccc(cc1)CCCCCC
P382392,432,*c1cc2n(c3c(c2cc1)ccc(c3)c1sc(cc1)c1c2c(nsn2)c(cc1)c1sc(cc1)*)C(CCCCCCCC)CCCCCCCC
P382401,388,*c1cc2C(c3c(-c2s1)sc(c3)c1ccc(cc1)C(=Cc1cc2C(c3c(-c2s1)sc(c3)C=C(c1ccc(cc1)*)C#N)(CC(CCCC)CC)CC(CCCC)CC)C#N)(CC(CCCC)CC)CC(CCCC)CC
P382402,311,*c1cc2C(=O)c3c(-c2s1)sc(c3)c1cc2C(c3c(-c2s1)sc(c3)*)(CC(CCCC)CC)CC(CCCC)CC
P382411,476.5,*c1cc2Sc3c(Sc2cc1)cc(cc3)Sc1ccc(cc1)Sc1ccc(cc1)S*
P382412,484,*c1cc2Sc3c(Sc2cc1)cc(cc3)S*
P382413,463.5,*c1ccc2N(c3c(Sc2c1)cc(cc3)C=C*)CCCCCCCC
P382414,459.1,*c1ccc2N(c3c(Sc2c1)cc(cc3)C=Cc1c2c(nc(c(n2)CC)CC)c(cc1)C=C*)CCCCCCCC
P382415,353,*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(cc1)c1sc(cc1)*)CCCCCC
P382416,378,*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(cc1)c1sc(cc1)*)CCCCCCCCCC
P382417,389,*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(cc1)c1sc(cc1)*)CCCCCCCCCCCC
P382418,390,*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc2c(c1CCCCC)sc(c2)*)CCCCCC
P382419,386,*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc2c(c1CCCCC)sc(c2)*)CCCCCCCCCC
P382420,342,*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc2c(c1CCCCC)sc(c2)*)CCCCCCCCCCCC
P382429,385,*c1ccc2N(c3c(Sc2c1)cc(cc3)C=Cc1c2c(nsn2)c(cc1)C=C*)CCCCCCCC
P382430,340,*c1sc2c(c1)sc(c2)c1sc(cc1CCCCCCCCCCBr)c1sc(c(c1)CCCCCCCCCCBr)*
P382431,250,*c1sc2c(c1)sc(c2)c1sc(cc1CCCCCCCCCC[N+](C)(C)C)c1sc(c(c1)CCCCCCCCCC[N+](C)(C)C)*
P382439,399,*c1ccc2N(c3c(Sc2c1)cc(cc3)C=C*)c1ccc(cc1)OCCCCCCCCCCCC
P382440,422,*c1ccc2N(c3c(Sc2c1)cc(cc3)C=Cc1ccc(cc1)C=C*)c1ccc(cc1)OCCCCCCCCCCCC
P382441,423,*c1ccc2N(c3c(Sc2c1)cc(cc3)C=Cc1sc(cc1)C=C*)c1ccc(cc1)OCCCCCCCCCCCC
P382449,279,*c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)C=Cc1cc2C(c3c(-c2cc1)ccc(c3)C=Cc1sc(cc1CCCCCC)*)(CCCCCCCC)CCCCCCCC
P382450,283,*c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)C=Cc1c(cc(c(c1)OC)C=Cc1sc(cc1CCCCCC)*)OCC(CCCC)CC
P382451,298,*c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)C=Cc1sc(c(c1CCCCCC)CCCCCC)C=Cc1sc(cc1CCCCCC)*
P382453,380,*c1c2c(nsn2)c(cc1)c1cc2c(C(=C3c4c(N(C3=O)CC(CCCCCCCC)CCCCCC)cc(cc4)*)C(=O)N2CC(CCCCCCCC)CCCCCC)cc1
P382455,299,*c1c(nc(s1)c1nc(c(s1)C#Cc1ccc(cc1)N(c1ccc(cc1)C#C*)c1ccccc1)CCCCCC)CCCCCC
P382467,455,*c1ccc2n(c3c(c2c1)cc(cc3)c1sc(cc1)c1c2c(nsn2)c(cc1)c1sc(cc1)*)C(CCCCCCCC)CCCCCCCC
P382468,416,*c1cc2n(c3c(c2cc1)ccc(c3)c1sc(cc1CCCCCC)c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)*)C(CCCCCCCC)CCCCCCCC
P382469,462,*c1ccc2n(c3c(c2c1)cc(cc3)c1sc(cc1CCCCCC)c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)*)C(CCCCCCCC)CCCCCCCC
P382477,252,*c1sc(cc1C#Cc1ccc(cc1)N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c1sc(cc1)c1sc(cc1)*
P382478,262,*c1sc(cc1C(=C(C#N)C#N)C(=C(C#N)C#N)c1ccc(cc1)N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c1sc(cc1)c1sc(cc1)*
P382479,236,*c1sc(cc1C(=C(C#N)C#N)C(=c1ccc(=C(C#N)C#N)cc1)c1ccc(cc1)N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c1sc(cc1)c1sc(cc1)*
P382493,371,*c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1c2ccc3ccc(c4ccc(cc1)c2c34)*
P382495,362,*c1sc(cc1)c1sc(cc1)c1sc(cc1)C(=O)CCC(=O)*
P382525,417,*c1c2c(nsn2)c(cc1)c1sc2c(sc(c2CCCCCCCCCCC)c2cc3C(c4c(-c3cc2)ccc(c4)c2sc3c(c2CCCCCCCCCCC)sc(c3)*)(CCCCCCCC)CCCCCCCC)c1
P382526,420.3,*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(cc1CCCCCC)c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)c1ccc2N(c3c(Sc2c1)cc(cc3)C=C*)c1ccc(cc1)OC)c1ccc(cc1)OC
P382527,423.6,*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(cc1)c1c2c(nsn2)c(cc1)c1sc(cc1)c1ccc2N(c3c(Sc2c1)cc(cc3)C=C*)c1ccc(cc1)OCCCCCCCCCCCC)c1ccc(cc1)OCCCCCCCCCCCC
P382528,220,*SC(C*)CN(N=Cc1c2c(cs1)OCCO2)c1ccccc1
P382531,390,*c1c2c(c(s1)c1sc(cc1CCCCCC)c1c3c(nsn3)c(cc1)c1sc(c(c1)CCCCCC)*)nc(c(n2)C)C
P382532,354.6,*c1c2c(c(s1)c1sc(cc1CCCCCC)c1c3c(nsn3)c(cc1)c1sc(c(c1)CCCCCC)*)nccn2
P382533,380,*c1c2c(c(s1)c1sc(c(c1)CCCCCC)c1c3c(nsn3)c(cc1)c1sc(cc1CCCCCC)*)nc(c(n2)C)C
P382534,351.4,*c1c2c(c(s1)c1sc(c(c1)CCCCCC)c1c3c(nsn3)c(cc1)c1sc(cc1CCCCCC)*)nccn2
P382535,364,*c1sc2c(c1)sc(c2)c1sc(cc1CCCCCCCCCCCCCC)C#Cc1cc2C(c3c(-c2cc1)ccc(c3)C#Cc1sc(c(c1)CCCCCCCCCCCCCC)*)(CC(CCCC)CC)CC(CCCC)CC
P382536,336,*c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCCCCCCCCCC)C#Cc1cc2C(c3c(-c2cc1)ccc(c3)C#Cc1sc(cc1CCCCCCCCCCCCCC)*)(CC(CCCC)CC)CC(CCCC)CC
P382547,484,*Sc1ccc(cc1)*
P382548,495,*Sc1cc(ccc1)Sc1ccc(cc1)Sc1ccc(cc1)*
P390006,446,*Oc1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*
P390067,200,*Oc1c(cc(cc1)C=Nc1c2c(ccc1)c(ccc2)N=Cc1cc(c(cc1)OC(=O)CCCCC(=O)*)OC)OC
P390068,230,*Oc1c(cc(cc1)C=Nc1ccc(cc1)N=Cc1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O)*)OC)OC
P390069,230,*Oc1c(cc(cc1)C=Nc1ccc(cc1)c1ccc(cc1)N=Cc1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O)*)OC)OC
P390070,200,*Oc1c(cc(cc1)C=Nc1ccc(cc1)c1ccc(cc1)N=Cc1cc(c(cc1)OC(=O)c1cc(ccc1)C(=O)*)OC)OC
